"119"	"85"	"64"	"前海湾海景"	"30.00"	"2020-1-1"	""	"500000"	""	"808"	"812"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-8 17:14:48"	"69"	"2019-8-8 17:09:47"	"69"
"120"	"85"	"65"	"1"	"25.00"	"2019-8-8"	""	"11"	""	"808"	"811"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-8 18:03:44"	"69"	"2019-8-8 18:03:31"	"69"
"121"	"85"	"66"	"港铁110号线1期"	"0.00"	"2019-8-31"	""	"10000000"	""	"808"	"812"	""	""	""	""	""	""	""	""	"855"	"1"	"857"	"wdsaad"	"的范德萨发"	"水电费地方"	"0"	"2019-8-8 11:08:05"	"69"	"2019-8-8 18:54:03"	"79"
"122"	"85"	"66"	"港铁110号线2期"	"10.00"	"2019-9-30"	""	"20000000"	""	"808"	"811"	""	""	""	""	""	""	""	""	"855"	"法国人是否"	"857"	"撒旦撒旦"	"不v"	"wdasd"	"1"	"2019-8-8 11:08:07"	"69"	"2019-8-8 18:54:22"	"79"
"123"	"85"	"68"	""	""	""	""	""	""	""	"813"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	"2019-8-12 14:31:45"	"69"
"124"	"85"	"69"	""	""	""	""	""	""	""	"813"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	"2019-8-12 14:41:47"	"69"
"125"	"113"	"71"	"6号线北段"	"90.00"	"2020-8-1"	""	"10000000"	""	"3665"	"3668"	""	""	""	""	""	""	""	""	"3711"	"大飒飒"	"3713"	"撒打算"	"是的"	"是的的撒"	"0"	"2019-8-22 05:58:46"	"1"	"2019-8-13 10:52:52"	"155"
"126"	"113"	"71"	"6号线南段"	"88.88"	"2021-8-7"	""	"20000000"	""	"3665"	"3669"	""	""	""	""	""	""	""	""	"3711"	"aS大萨达"	"3713"	"撒打算"	"撒打算"	"aS大萨达"	"1"	"2019-8-22 05:58:46"	"1"	"2019-8-13 10:53:23"	"155"
"129"	"1"	"72"	""	""	""	""	"100000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-13 11:05:18"	"1"	"2019-8-13 11:04:09"	"1"
"130"	"113"	"76"	"港铁4号延长线1期"	"90.00"	"2019-8-31"	""	"10000"	"1000"	"3665"	"3669"	""	""	"2019-9-1"	"2019-9-30"	"10"	"1111"	"11111"	""	"3712"	"11"	"3714"	"11"	"11"	"11"	"0"	"2019-8-14 07:10:52"	"153"	"2019-8-14 11:48:32"	"155"
"131"	"113"	"76"	"港铁4号延长线2期"	"0.00"	"2020-8-31"	""	"20000"	"2000"	"3665"	"3668"	""	""	"2019-10-1"	"2019-10-31"	"20"	"22"	"22"	""	"3712"	"11"	"3714"	"11"	"11"	"11"	"1"	"2019-8-14 07:10:52"	"153"	"2019-8-14 11:48:48"	"155"
"132"	"113"	"76"	"港铁4号延长线3期"	"0.00"	"2022-8-31"	""	"30000"	"3000"	"3665"	"3670"	"授信用于其他"	""	"2019-11-1"	"2019-11-30"	"30"	"33"	"33"	""	"3712"	"11"	"3714"	"111"	"11"	"11"	"2"	"2019-8-14 07:10:52"	"153"	"2019-8-14 11:49:13"	"155"
"133"	"114"	"78"	"12号线1期"	"80.00"	"2019-8-31"	"366"	"88000"	""	"3794"	"3798"	""	"3800"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-14 16:22:02"	"161"	"2019-8-14 16:18:51"	"161"
"134"	"114"	"80"	""	""	""	""	""	""	""	"3797"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-14 16:42:41"	"161"	"2019-8-14 16:42:35"	"161"
"135"	"114"	"79"	"授信工程项目1"	"0.00"	"2019-9-30"	"31"	"30000"	""	"3794"	"3799"	"HJJHB交换机"	"3800"	""	""	""	""	""	""	"3843"	"项目风险评估"	"3844"	"项目风险评估"	"1"	"1"	"0"	"2019-8-14 09:50:39"	"160"	"2019-8-14 16:44:45"	"161"
"136"	"114"	"79"	"授信工程项目2"	"20.00"	"2019-8-31"	"32"	"40000"	""	"3794"	"3797"	""	"3801"	""	""	""	""	""	""	"3843"	""	"3844"	"1"	"1"	"1"	"1"	"2019-8-14 09:50:39"	"160"	"2019-8-14 16:45:53"	"161"
"145"	"115"	"81"	"授信工程项目1"	"10.00"	"2019-8-1"	"10"	"100000"	""	"3921"	"3924"	""	"3927"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-14 19:26:46"	"163"	"2019-8-14 19:25:13"	"163"
"146"	"115"	"81"	"授信工程项目2"	"0.00"	"2023-8-31"	"33"	"20000"	""	"3921"	"3926"	"申请用途-其他222"	"3928"	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-8-14 19:27:08"	"163"	"2019-8-14 19:26:48"	"163"
"147"	"115"	"82"	"授信工程项目"	"1.00"	"2019-8-31"	"1"	"3000000"	""	"3921"	"3924"	""	"3928"	""	""	""	""	""	""	"3970"	""	"3972"	"1"	"1"	"1"	"0"	"2019-9-10 02:47:57"	"1"	"2019-8-14 19:31:40"	"163"
"148"	"115"	"82"	"授信工程项目2"	"22.00"	"2019-9-1"	"11"	"4000000"	""	"3921"	"3926"	"11"	"3928"	""	""	""	""	""	""	"3970"	""	"3972"	"1"	"1"	"1"	"1"	"2019-9-10 02:47:57"	"1"	"2019-8-14 19:31:52"	"163"
"149"	"115"	"83"	"授信工程项目1"	"0.00"	"2019-8-31"	"112"	"10000000"	""	"3921"	"3926"	"11111"	"3928"	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-14 19:36:11"	"163"	"2019-8-14 19:35:54"	"163"
"150"	"115"	"84"	"授信工程项目1"	"10.00"	"2019-8-31"	"1"	"1000000"	""	"3921"	"3925"	""	"3928"	""	""	""	""	""	""	"3969"	"1"	"3971"	"1"	"1"	"1"	"0"	"2019-8-22 07:21:25"	"1"	"2019-8-15 09:43:45"	"162"
"151"	"115"	"84"	"授信工程项目2"	"2.00"	"2019-9-30"	"2"	"20000"	""	"3921"	"3925"	""	"3927"	""	""	""	""	""	""	"3969"	"1"	"3971"	"1"	"1"	"1"	"1"	"2019-8-22 07:21:25"	"1"	"2019-8-15 09:44:05"	"162"
"162"	"117"	"85"	"喜马拉雅上安装电梯"	"0.00"	"2100-1-1"	"35996"	"900000000"	"100000000"	"4175"	"4179"	""	"4181"	"2019-8-1"	"2019-8-31"	"100"	"一个副高级"	"我发的大幅"	""	"4224"	"1"	"4226"	"1"	"1"	"1"	"0"	"2019-8-15 06:04:18"	"168"	"2019-8-15 11:24:39"	"166"
"163"	"117"	"85"	"太平洋加雨棚"	"0.00"	"2030-8-31"	"12000"	"800000000"	"200000000"	"4175"	"4180"	"为丰富"	"4182"	"2019-9-1"	"2019-9-30"	"200"	"撒大大"	"发送到"	""	"4224"	"1"	"4226"	"1"	"1"	"1"	"1"	"2019-8-15 06:04:18"	"168"	"2019-8-15 11:25:52"	"166"
"164"	"117"	"86"	"达利园派"	"0.00"	"2019-8-31"	"100"	"100000"	"100000"	"4175"	"4180"	"申请用途-其他22"	"4182"	"2019-8-1"	"2019-8-31"	"10"	"asd"	"asdsa"	""	"4224"	"1"	"4226"	"1"	"1"	"1"	"0"	"2019-8-15 09:03:47"	"167"	"2019-8-15 13:49:30"	"166"
"165"	"117"	"86"	"草莓派"	"10.00"	"2019-8-31"	"30"	"2000000"	"20000"	"4175"	"4179"	""	"4181"	"2019-9-1"	"2019-9-30"	"20"	"wesd"	"asssad"	""	"4224"	""	"4226"	"1"	"1"	"1"	"1"	"2019-8-15 09:03:47"	"167"	"2019-8-15 13:49:55"	"166"
"166"	"1"	"87"	"213213"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	"2019-8-15 16:57:29"	"1"
"167"	"1"	"87"	"321321333"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	"2019-8-15 16:57:33"	"1"
"168"	"1"	"87"	"321321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2"	""	""	"2019-8-15 16:57:36"	"1"
"169"	"1"	"87"	"321321444"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3"	""	""	"2019-8-15 16:57:54"	"1"
"170"	"1"	"87"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4"	""	""	"2019-8-15 17:03:21"	"1"
"172"	"1"	"89"	"sadsad"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"2019-8-15 17:29:29"	"1"	"2019-8-15 17:28:39"	"1"
"173"	"1"	"89"	"SFSFSDFDF"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"2019-8-15 17:29:30"	"1"	"2019-8-15 17:29:11"	"1"
"174"	"1"	"89"	"GGDFFDF"	""	""	"111"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2"	"2019-8-22 15:55:44"	"1"	"2019-8-15 17:29:15"	"1"
"175"	"118"	"90"	"太平洋加盖雨棚"	"0.00"	"2019-8-31"	"3600"	"10000000"	"10000"	"4302"	"4306"	""	"4308"	"2019-8-1"	"2019-8-31"	"100"	"dawe"	"dasd"	""	"4351"	"1"	"4352"	"1"	"1"	"1"	"0"	"2019-8-15 10:01:39"	"175"	"2019-8-15 17:49:55"	"178"
"176"	"118"	"90"	"喜马拉雅上安装电梯"	"10.00"	"2023-8-31"	"720000"	"200000000"	"20000"	"4302"	"4305"	""	"4309"	"2019-9-1"	"2019-9-30"	"200"	"dsad"	"sadasd"	""	"4350"	"1"	"4352"	"1"	"1"	"1"	"1"	"2019-8-15 10:01:39"	"175"	"2019-8-15 17:50:18"	"178"
