"102"	""	"研发2部"	""	""	"75"	"1"	""	""	""	""
"103"	""	"研发2部1组"	""	""	"102"	"1"	""	""	""	""
"104"	"0"	"广东省深圳市票方资本有限公司"	""	""	"0"	"107"	""	""	""	"2019-8-6 16:58:37"
"105"	"0"	"广东省深圳市资方资本有限公司"	""	""	"0"	"108"	""	""	""	"2019-8-6 17:02:04"
"106"	"0"	"深圳市屠宰场狗子屠宰区"	""	""	"0"	"109"	""	""	""	"2019-8-7 15:16:10"
"107"	"0"	"深圳市杨树林绿化环保有限公司"	""	""	"0"	"110"	""	""	""	"2019-8-7 15:26:32"
"108"	"0"	"打算的撒的"	""	""	"0"	"111"	""	""	""	"2019-8-8 15:14:04"
"109"	"0"	"舒欣的公司"	""	""	"0"	"112"	""	""	""	"2019-8-8 15:43:31"
"110"	"0"	"广东爱普生物科技有限公司"	""	""	"0"	"113"	""	""	""	"2019-8-13 10:15:29"
"111"	"0"	"华南商票交易有限公司（深圳分公司）"	""	""	"0"	"114"	""	""	""	"2019-8-14 16:05:38"
"112"	"0"	"国际百岁山（深圳）有限公司"	""	""	"0"	"115"	""	""	""	"2019-8-14 19:16:29"
"113"	"0"	"昆仑山矿泉水有限公司"	""	""	"0"	"116"	""	""	""	"2019-8-15 10:12:07"
"114"	"0"	"广东景田实业有限公司（深圳）分公司"	""	""	"0"	"117"	""	""	""	"2019-8-15 10:20:37"
"123"	""	"研发1部1组A侧饭团1001K10012001ke"	""	""	"101"	"1"	""	""	""	""
"124"	""	"嘎嘎"	""	""	"123"	"1"	""	""	""	""
"125"	"0"	"敬业福系统服务有限公司"	""	""	"0"	"118"	""	""	""	"2019-8-15 17:34:07"
"126"	"0"	"他人的提供人防"	""	""	"0"	"119"	""	""	""	"2019-8-19 14:53:28"
"127"	"0"	"领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2领筑2"	""	""	"0"	"120"	""	""	""	"2019-8-19 14:54:10"
"128"	"0"	"a2有限公司"	""	""	"0"	"121"	""	""	""	"2019-8-20 09:25:42"
"129"	"0"	"a3有限公司"	""	""	"0"	"122"	""	""	""	"2019-8-20 09:45:48"
"130"	"0"	"a4有限公司"	""	""	"0"	"123"	""	""	""	"2019-8-20 09:51:14"
"131"	"0"	"深圳前海江中猴菇食品有限公司"	""	""	"0"	"124"	""	""	""	"2019-8-20 10:51:43"
"132"	"0"	"深圳前海察哈尔食品有限公司"	""	""	"0"	"125"	""	""	""	"2019-8-22 15:37:00"
"133"	"0"	"重庆小面食品有限公司"	""	""	"0"	"126"	""	""	""	"2019-8-22 16:53:28"
"134"	"0"	"深圳矩形网络科技有限公司"	""	""	"0"	"127"	""	""	""	"2019-8-22 17:57:33"
"135"	"0"	"深圳五环宠物医院有限公司"	""	""	"0"	"128"	""	""	""	"2019-8-22 18:08:17"
"136"	"0"	"奥利维亚"	""	""	"0"	"129"	""	""	""	"2019-8-23 10:18:12"
"137"	"0"	"二哈有限公司"	""	""	"0"	"130"	""	""	""	"2019-8-23 10:40:23"
"138"	"0"	"牧羊犬有限公司"	""	""	"0"	"131"	""	""	""	"2019-8-30 11:47:14"
"139"	"0"	"云吞面食品有限公司"	""	""	"0"	"132"	""	""	""	"2019-8-30 11:54:38"
"140"	"0"	"毛毛姐"	""	""	"0"	"133"	""	""	""	"2019-8-30 15:11:54"
"141"	"0"	"深圳前海联金所互联网金融服务有限公司"	""	""	"0"	"134"	""	""	""	"2019-8-30 16:18:28"
"142"	"0"	"元朗荣华"	""	""	"0"	"135"	""	""	""	"2019-9-10 17:40:22"
"143"	"0"	"注册看百度统计"	""	""	"0"	"136"	""	""	""	"2019-9-10 18:09:09"
"144"	"0"	"aS大萨达"	""	""	"0"	"137"	""	""	""	"2019-9-26 10:55:24"
"145"	"0"	"万科金域蓝湾"	""	""	"0"	"10002"	""	""	""	"2019-9-26 11:06:07"
"146"	"0"	"万达广场"	""	""	"0"	"100001"	""	""	""	"2019-9-26 11:11:22"
"147"	"0"	"SDF撒"	""	""	"0"	"100002"	""	""	""	"2019-9-27 15:03:23"
"148"	"0"	"仅有授信审批业务的公司"	""	""	"0"	"100003"	""	""	""	"2019-10-14 14:32:40"
"149"	"0"	"仅有用信业务的公司"	""	""	"0"	"100004"	""	""	""	"2019-10-14 14:34:21"
"150"	"0"	"只有授信业务"	""	""	"0"	"100005"	""	""	""	"2019-10-14 14:52:51"
