"39"	"3"	"57"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:19"
"40"	"3"	"58"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:22"
"41"	"3"	"59"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:27"
"42"	"3"	"60"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:30"
"43"	"3"	"61"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:34"
"44"	"3"	"62"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:47"
"45"	"3"	"63"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:50"
"46"	"3"	"64"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:53"
"47"	"3"	"65"	"1"	"1"	"2019-7-29 10:25:31"	"2019-6-6 06:01:56"
"49"	"2"	"66"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:02:01"
"50"	"2"	"67"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:02:04"
"51"	"2"	"68"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:02:07"
"52"	"2"	"69"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:17"
"53"	"2"	"70"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:23"
"54"	"2"	"71"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:26"
"55"	"2"	"72"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:29"
"56"	"2"	"73"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:31"
"57"	"2"	"74"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:35"
"58"	"2"	"75"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:38"
"59"	"2"	"76"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:41"
"60"	"2"	"77"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:44"
"61"	"2"	"78"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:47"
"62"	"2"	"79"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:52"
"63"	"2"	"80"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:55"
"64"	"2"	"81"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:03:59"
"65"	"2"	"82"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 06:04:04"
"66"	"2"	"83"	"1"	"1"	"2019-7-29 10:26:49"	"2019-5-31 02:26:29"
"67"	"2"	"84"	"1"	"1"	"2019-7-29 10:26:49"	"2019-5-31 02:27:03"
"68"	"2"	"85"	"1"	"1"	"2019-7-29 10:26:49"	"2019-5-31 02:27:06"
"69"	"2"	"86"	"1"	"1"	"2019-7-29 10:26:49"	"2019-5-31 02:27:10"
"70"	"2"	"87"	"1"	"1"	"2019-7-29 10:26:49"	"2019-6-6 05:47:01"
"71"	"1"	"88"	"1"	"1"	"2019-7-29 19:46:13"	"2019-7-29 19:46:07"
"82"	"4"	"89"	"1"	"1"	"2019-7-31 06:53:00"	"2019-7-30 18:52:27"
"83"	"4"	"90"	"1"	"1"	"2019-7-31 06:53:02"	"2019-7-30 18:52:38"
"84"	"4"	"1"	"1"	"1"	"2019-7-31 03:32:48"	"2019-7-31 03:30:52"
"85"	"4"	"24"	"1"	"1"	"2019-7-31 03:32:48"	"2019-7-31 03:30:53"
"86"	"4"	"25"	"1"	"1"	"2019-7-31 03:32:48"	"2019-7-31 03:30:54"
"87"	"4"	"26"	"1"	"1"	"2019-7-31 03:32:48"	"2019-7-31 03:30:56"
"89"	"1"	"92"	"1"	"1"	"2019-8-2 17:01:43"	"2019-8-2 17:01:43"
"90"	"1"	"93"	"1"	"1"	"2019-8-2 17:01:52"	"2019-8-2 17:01:49"
"91"	"1"	"94"	"1"	"1"	"2019-8-9 07:29:01"	"2019-8-9 07:29:01"
"92"	"1"	"95"	"1"	"1"	"2019-8-9 07:29:09"	"2019-8-9 07:29:09"
"94"	"1"	"96"	"1"	"1"	"2019-8-9 08:57:19"	"2019-8-9 08:57:19"
"95"	"1"	"97"	"1"	"1"	"2019-8-9 08:57:21"	"2019-8-9 08:57:21"
"96"	"3"	"98"	"1"	"1"	"2019-8-9 09:04:00"	"2019-8-9 09:04:00"
"97"	"3"	"99"	"1"	"1"	"2019-8-19 06:49:14"	"2019-8-19 06:49:14"
"98"	"1"	"100"	"1"	"1"	"2019-9-3 01:46:51"	"2019-9-3 01:46:51"
"99"	"1"	"101"	"1"	"1"	"2019-9-11 02:20:16"	"2019-9-11 02:20:16"
"100"	"2"	"102"	"1"	"1"	"2019-9-11 02:22:15"	"2019-9-11 02:22:15"
"101"	"2"	"103"	"1"	"1"	"2019-9-25 08:47:18"	"2019-9-25 08:47:18"
"102"	"2"	"104"	"1"	"1"	"2019-9-25 08:47:35"	"2019-9-25 08:47:35"
"103"	"2"	"105"	"1"	"1"	"2019-9-25 08:48:06"	"2019-9-25 08:48:06"
"104"	"2"	"106"	"1"	"1"	"2019-9-25 08:48:19"	"2019-9-25 08:48:19"
"105"	"1"	"107"	"1"	"1"	"2019-10-11 02:27:50"	"2019-10-11 02:27:50"
"106"	"1"	"108"	"1"	"1"	"2019-10-11 02:28:24"	"2019-10-11 02:28:24"
"107"	"2"	"109"	"1"	"1"	"2019-10-11 04:07:36"	"2019-10-11 04:07:36"
