"23"	"1"	"2"	"收票银行"	"2"	"2019-6-26 19:17:48"	"1"	"2019-6-26 19:15:11"	"1"	"1"	""
"24"	"1"	"2"	"审批"	"3"	"2019-6-27 20:26:03"	"1"	"2019-6-27 20:26:06"	"1"	"1"	""
"25"	"69"	"3"	"个人信息"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"1"
"26"	"69"	"3"	"项目授信额度申请"	"2"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"2"
"27"	"69"	"3"	"申请人与工程公司关系"	"3"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"3"
"28"	"69"	"3"	"情况说明"	"4"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"4"
"29"	"69"	"3"	"上传资料"	"5"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"0"	"5"
"30"	"69"	"3"	"客户经理初审"	"6"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"12"
"31"	"69"	"3"	"商务经理资信评估"	"7"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"13"
"32"	"69"	"3"	"项目风险评估"	"8"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"14"
"33"	"69"	"3"	"初步方案"	"9"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"15"
"34"	"69"	"3"	"准备资料"	"10"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"16"
"35"	"69"	"3"	"客户经理审核"	"11"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"17"
"36"	"69"	"3"	"风控经理审核"	"12"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"18"
"37"	"69"	"3"	"补充资料"	"13"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"19"
"38"	"69"	"3"	"财务经理审核"	"14"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"20"
"39"	"69"	"3"	"风控总经理审批"	"15"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"21"
"40"	"69"	"4"	"业务申请"	"1"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"22"
"41"	"69"	"4"	"收票银行"	"2"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"23"
"42"	"69"	"4"	"审批"	"3"	"2019-7-29 07:05:35"	"1"	"2019-7-29 07:05:35"	"1"	"1"	"24"
"74"	"66"	"8"	"个人信息"	"1"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"1"
"75"	"66"	"8"	"项目授信额度申请"	"2"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"2"
"76"	"66"	"8"	"申请人与工程公司关系"	"3"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"3"
"77"	"66"	"8"	"情况说明"	"4"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"4"
"78"	"66"	"8"	"上传资料"	"5"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"0"	"5"
"79"	"66"	"8"	"客户经理初审"	"6"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"12"
"80"	"66"	"8"	"商务经理资信评估"	"7"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"13"
"81"	"66"	"8"	"项目风险评估"	"8"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"14"
"82"	"66"	"8"	"初步方案"	"9"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"15"
"83"	"66"	"8"	"准备资料"	"10"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"16"
"84"	"66"	"8"	"客户经理审核"	"11"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"17"
"85"	"66"	"8"	"风控经理审核"	"12"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"18"
"86"	"66"	"8"	"补充资料"	"13"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"19"
"87"	"66"	"8"	"财务经理审核"	"14"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"20"
"88"	"66"	"8"	"风控总经理审批"	"15"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"21"
"89"	"66"	"9"	"业务申请"	"1"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"22"
"90"	"66"	"9"	"收票银行"	"2"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"23"
"91"	"66"	"9"	"审批"	"3"	"2019-7-30 03:43:41"	"1"	"2019-7-30 03:43:41"	"1"	"1"	"24"
"92"	"82"	"10"	"个人信息"	"1"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"1"
"93"	"82"	"10"	"项目授信额度申请"	"2"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"2"
"94"	"82"	"10"	"申请人与工程公司关系"	"3"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"3"
"95"	"82"	"10"	"情况说明"	"4"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"4"
"96"	"82"	"10"	"上传资料"	"5"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"0"	"5"
"97"	"82"	"10"	"客户经理初审"	"6"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"12"
"98"	"82"	"10"	"商务经理资信评估"	"7"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"13"
"99"	"82"	"10"	"项目风险评估"	"8"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"14"
"100"	"82"	"10"	"初步方案"	"9"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"15"
"101"	"82"	"10"	"准备资料"	"10"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"16"
"102"	"82"	"10"	"客户经理审核"	"11"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"17"
"103"	"82"	"10"	"风控经理审核"	"12"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"18"
"104"	"82"	"10"	"补充资料"	"13"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"19"
"105"	"82"	"10"	"财务经理审核"	"14"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"20"
"106"	"82"	"10"	"风控总经理审批"	"15"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"21"
"107"	"82"	"11"	"业务申请"	"1"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"22"
"108"	"82"	"11"	"收票银行"	"2"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"23"
"109"	"82"	"11"	"审批"	"3"	"2019-7-30 08:16:50"	"1"	"2019-7-30 08:16:50"	"1"	"1"	"24"
"123"	"83"	"13"	"个人信息"	"1"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"1"
"124"	"83"	"13"	"项目授信额度申请"	"2"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"2"
"125"	"83"	"13"	"申请人与工程公司关系"	"3"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"3"
"126"	"83"	"13"	"情况说明"	"4"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"4"
"127"	"83"	"13"	"上传资料"	"5"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"0"	"5"
"128"	"83"	"13"	"客户经理初审"	"6"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"12"
"129"	"83"	"13"	"商务经理资信评估"	"7"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"13"
"130"	"83"	"13"	"项目风险评估"	"8"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"14"
"131"	"83"	"13"	"初步方案"	"9"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"15"
"132"	"83"	"13"	"准备资料"	"10"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"16"
"133"	"83"	"13"	"客户经理审核"	"11"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"17"
"134"	"83"	"13"	"风控经理审核"	"12"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"18"
"135"	"83"	"13"	"补充资料"	"13"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"19"
"136"	"83"	"13"	"财务经理审核"	"14"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"20"
"137"	"83"	"13"	"风控总经理审批"	"15"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"21"
"138"	"83"	"14"	"业务申请"	"1"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"22"
"139"	"83"	"14"	"收票银行"	"2"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"23"
"140"	"83"	"14"	"审批"	"3"	"2019-7-30 08:41:23"	"1"	"2019-7-30 08:41:23"	"1"	"1"	"24"
"154"	"84"	"16"	"个人信息"	"1"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"1"
"155"	"84"	"16"	"项目授信额度申请"	"2"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"2"
"156"	"84"	"16"	"申请人与工程公司关系"	"3"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"3"
"157"	"84"	"16"	"情况说明"	"4"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"4"
"158"	"84"	"16"	"上传资料"	"5"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"0"	"5"
"159"	"84"	"16"	"客户经理初审"	"6"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"12"
"160"	"84"	"16"	"商务经理资信评估"	"7"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"13"
"161"	"84"	"16"	"项目风险评估"	"8"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"14"
"162"	"84"	"16"	"初步方案"	"9"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"15"
"163"	"84"	"16"	"准备资料"	"10"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"16"
"164"	"84"	"16"	"客户经理审核"	"11"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"17"
"165"	"84"	"16"	"风控经理审核"	"12"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"18"
"166"	"84"	"16"	"补充资料"	"13"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"19"
"167"	"84"	"16"	"财务经理审核"	"14"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"20"
"168"	"84"	"16"	"风控总经理审批"	"15"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"21"
"169"	"84"	"17"	"业务申请"	"1"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"22"
"170"	"84"	"17"	"收票银行"	"2"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"23"
"171"	"84"	"17"	"审批"	"3"	"2019-7-30 11:03:04"	"1"	"2019-7-30 11:03:04"	"1"	"1"	"24"
"185"	"85"	"19"	"个人信息"	"1"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"1"
"186"	"85"	"19"	"项目授信额度申请"	"2"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"2"
"187"	"85"	"19"	"申请人与工程公司关系"	"3"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"3"
"188"	"85"	"19"	"情况说明"	"4"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"4"
"189"	"85"	"19"	"上传资料"	"5"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"0"	"5"
"190"	"85"	"19"	"客户经理初审"	"6"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"12"
"191"	"85"	"19"	"商务经理资信评估"	"7"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"13"
"192"	"85"	"19"	"项目风险评估"	"8"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"14"
"193"	"85"	"19"	"初步方案"	"9"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"15"
"194"	"85"	"19"	"准备资料"	"10"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"16"
"195"	"85"	"19"	"客户经理审核"	"11"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"17"
"196"	"85"	"19"	"风控经理审核"	"12"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"18"
"197"	"85"	"19"	"补充资料"	"13"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"19"
"198"	"85"	"19"	"财务经理审核"	"14"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"20"
"199"	"85"	"19"	"风控总经理审批"	"15"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"21"
"200"	"85"	"20"	"业务申请"	"1"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"22"
"201"	"85"	"20"	"收票银行"	"2"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"23"
"202"	"85"	"20"	"审批"	"3"	"2019-7-31 02:11:04"	"1"	"2019-7-31 02:11:04"	"1"	"1"	"24"
"216"	"65"	"22"	"个人信息"	"1"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"1"
"217"	"65"	"22"	"项目授信额度申请"	"2"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"2"
"218"	"65"	"22"	"申请人与工程公司关系"	"3"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"3"
"219"	"65"	"22"	"情况说明"	"4"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"4"
"220"	"65"	"22"	"上传资料"	"5"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"0"	"5"
"221"	"65"	"22"	"客户经理初审"	"6"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"12"
"222"	"65"	"22"	"商务经理资信评估"	"7"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"13"
"223"	"65"	"22"	"项目风险评估"	"8"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"14"
"224"	"65"	"22"	"初步方案"	"9"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"15"
"225"	"65"	"22"	"准备资料"	"10"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"16"
"226"	"65"	"22"	"客户经理审核"	"11"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"17"
"227"	"65"	"22"	"风控经理审核"	"12"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"18"
"228"	"65"	"22"	"补充资料"	"13"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"19"
"229"	"65"	"22"	"财务经理审核"	"14"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"20"
"230"	"65"	"22"	"风控总经理审批"	"15"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"21"
"231"	"65"	"23"	"业务申请"	"1"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"22"
"232"	"65"	"23"	"收票银行"	"2"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"23"
"233"	"65"	"23"	"审批"	"3"	"2019-7-31 02:47:28"	"1"	"2019-7-31 02:47:28"	"1"	"1"	"24"
"247"	"61"	"25"	"个人信息"	"1"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"1"
"248"	"61"	"25"	"项目授信额度申请"	"2"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"2"
"249"	"61"	"25"	"申请人与工程公司关系"	"3"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"3"
"250"	"61"	"25"	"情况说明"	"4"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"4"
"251"	"61"	"25"	"上传资料"	"5"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"0"	"5"
"252"	"61"	"25"	"客户经理初审"	"6"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"12"
"253"	"61"	"25"	"商务经理资信评估"	"7"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"13"
"254"	"61"	"25"	"项目风险评估"	"8"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"14"
"255"	"61"	"25"	"初步方案"	"9"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"15"
"256"	"61"	"25"	"准备资料"	"10"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"16"
"257"	"61"	"25"	"客户经理审核"	"11"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"17"
"258"	"61"	"25"	"风控经理审核"	"12"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"18"
"259"	"61"	"25"	"补充资料"	"13"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"19"
"260"	"61"	"25"	"财务经理审核"	"14"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"20"
"261"	"61"	"25"	"风控总经理审批"	"15"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"21"
"262"	"61"	"26"	"业务申请"	"1"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"22"
"263"	"61"	"26"	"收票银行"	"2"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"23"
"264"	"61"	"26"	"审批"	"3"	"2019-7-31 11:36:09"	"1"	"2019-7-31 11:36:09"	"1"	"1"	"24"
"278"	"86"	"28"	"个人信息"	"1"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"1"
"279"	"86"	"28"	"项目授信额度申请"	"2"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"2"
"280"	"86"	"28"	"申请人与工程公司关系"	"3"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"3"
"281"	"86"	"28"	"情况说明"	"4"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"4"
"282"	"86"	"28"	"上传资料"	"5"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"0"	"5"
"283"	"86"	"28"	"客户经理初审"	"6"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"12"
"284"	"86"	"28"	"商务经理资信评估"	"7"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"13"
"285"	"86"	"28"	"项目风险评估"	"8"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"14"
"286"	"86"	"28"	"初步方案"	"9"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"15"
"287"	"86"	"28"	"准备资料"	"10"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"16"
"288"	"86"	"28"	"客户经理审核"	"11"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"17"
"289"	"86"	"28"	"风控经理审核"	"12"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"18"
"290"	"86"	"28"	"补充资料"	"13"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"19"
"291"	"86"	"28"	"财务经理审核"	"14"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"20"
"292"	"86"	"28"	"风控总经理审批"	"15"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"21"
"293"	"86"	"29"	"业务申请"	"1"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"22"
"294"	"86"	"29"	"收票银行"	"2"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"23"
"295"	"86"	"29"	"审批"	"3"	"2019-7-31 13:48:03"	"1"	"2019-7-31 13:48:03"	"1"	"1"	"24"
"309"	"87"	"31"	"个人信息"	"1"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"1"
"310"	"87"	"31"	"项目授信额度申请"	"2"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"2"
"311"	"87"	"31"	"申请人与工程公司关系"	"3"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"3"
"312"	"87"	"31"	"情况说明"	"4"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"4"
"313"	"87"	"31"	"上传资料"	"5"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"0"	"5"
"314"	"87"	"31"	"客户经理初审"	"6"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"12"
"315"	"87"	"31"	"商务经理资信评估"	"7"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"13"
"316"	"87"	"31"	"项目风险评估"	"8"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"14"
"317"	"87"	"31"	"初步方案"	"9"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"15"
"318"	"87"	"31"	"准备资料"	"10"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"16"
"319"	"87"	"31"	"客户经理审核"	"11"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"17"
"320"	"87"	"31"	"风控经理审核"	"12"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"18"
"321"	"87"	"31"	"补充资料"	"13"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"19"
"322"	"87"	"31"	"财务经理审核"	"14"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"20"
"323"	"87"	"31"	"风控总经理审批"	"15"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"21"
"324"	"87"	"32"	"业务申请"	"1"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"22"
"325"	"87"	"32"	"收票银行"	"2"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"23"
"326"	"87"	"32"	"审批"	"3"	"2019-7-31 13:54:11"	"1"	"2019-7-31 13:54:11"	"1"	"1"	"24"
"340"	"89"	"34"	"个人信息"	"1"	"2019-8-1 08:27:16"	"1"	"2019-8-1 08:27:16"	"1"	"1"	"1"
