"235"	"93"	"150"	""	""	""	""
"236"	"94"	"149"	""	""	""	""
"238"	"95"	"153"	""	""	""	""
"239"	"92"	"155"	""	""	""	""
"240"	"96"	"154"	""	""	""	""
"241"	"97"	"150"	""	""	""	""
"242"	"98"	"154"	""	""	""	""
"243"	"99"	"156"	""	""	""	""
"244"	"90"	"157"	""	""	"2019-8-2 09:50:06"	"2019-8-2 09:50:06"
"245"	"101"	"158"	""	""	""	""
"248"	"105"	"150"	""	""	""	""
"249"	"106"	"150"	""	""	""	""
"250"	"107"	"150"	""	""	""	""
"252"	"109"	"161"	""	""	""	""
"253"	"109"	"162"	""	""	"2019-8-2 15:08:19"	"2019-8-2 15:08:19"
"254"	"110"	"158"	""	""	""	""
"256"	"103"	"164"	""	""	"2019-8-2 18:02:54"	"2019-8-2 18:02:54"
"257"	"113"	"166"	""	""	"2019-8-6 11:41:42"	"2019-8-6 11:41:42"
"258"	"114"	"168"	""	""	"2019-8-6 13:55:38"	"2019-8-6 13:55:38"
"259"	"115"	"170"	""	""	"2019-8-6 13:57:59"	"2019-8-6 13:57:59"
"260"	"116"	"172"	""	""	"2019-8-6 14:01:24"	"2019-8-6 14:01:24"
"261"	"117"	"174"	""	""	"2019-8-6 14:03:28"	"2019-8-6 14:03:28"
"262"	"118"	"176"	""	""	"2019-8-6 14:06:01"	"2019-8-6 14:06:01"
"268"	"123"	"2"	""	""	""	""
"269"	"124"	"2"	""	""	""	""
"270"	"125"	"2"	""	""	""	""
"271"	"126"	"2"	""	""	""	""
"272"	"127"	"2"	""	""	""	""
"273"	"128"	"2"	""	""	""	""
"274"	"129"	"2"	""	""	""	""
"275"	"130"	"2"	""	""	""	""
"276"	"131"	"2"	""	""	""	""
"277"	"132"	"2"	""	""	""	""
"278"	"133"	"2"	""	""	""	""
"279"	"134"	"2"	""	""	""	""
"280"	"135"	"2"	""	""	""	""
"281"	"136"	"2"	""	""	""	""
"282"	"137"	"2"	""	""	""	""
"283"	"138"	"2"	""	""	""	""
"284"	"139"	"2"	""	""	""	""
"285"	"140"	"2"	""	""	""	""
"309"	"119"	"180"	""	""	"2019-8-6 16:21:08"	"2019-8-6 16:21:08"
"312"	"120"	"2"	""	""	""	""
"313"	"120"	"1"	""	""	""	""
"314"	"121"	"2"	""	""	""	""
"316"	"142"	"182"	""	""	"2019-8-6 16:58:37"	"2019-8-6 16:58:37"
"317"	"141"	"184"	""	""	"2019-8-6 17:02:04"	"2019-8-6 17:02:04"
"318"	"122"	"2"	""	""	""	""
"319"	"69"	"137"	""	""	""	""
"321"	"143"	"186"	""	""	"2019-8-7 15:16:10"	"2019-8-7 15:16:10"
"322"	"144"	"188"	""	""	"2019-8-7 15:26:32"	"2019-8-7 15:26:32"
"335"	"148"	"189"	""	""	"2019-8-7 17:24:49"	"2019-8-7 17:24:49"
"336"	"149"	"190"	""	""	"2019-8-8 15:14:04"	"2019-8-8 15:14:04"
"337"	"150"	"192"	""	""	"2019-8-8 15:43:31"	"2019-8-8 15:43:31"
"342"	"155"	"197"	""	""	""	""
"343"	"154"	"198"	""	""	""	""
"345"	"157"	"138"	""	""	""	""
"346"	"158"	"138"	""	""	""	""
"347"	"159"	"138"	""	""	""	""
"348"	"153"	"195"	""	""	""	""
"349"	"160"	"199"	""	""	"2019-8-14 16:05:38"	"2019-8-14 16:05:38"
"350"	"161"	"200"	""	""	""	""
"351"	"162"	"201"	""	""	"2019-8-14 19:16:29"	"2019-8-14 19:16:29"
"352"	"163"	"202"	""	""	""	""
"353"	"156"	"203"	""	""	"2019-8-15 10:12:07"	"2019-8-15 10:12:07"
"354"	"164"	"205"	""	""	"2019-8-15 10:20:37"	"2019-8-15 10:20:37"
"355"	"165"	"207"	""	""	""	""
"356"	"166"	"208"	""	""	""	""
"357"	"167"	"211"	""	""	""	""
"358"	"168"	"214"	""	""	""	""
"359"	"169"	"2"	""	""	""	""
"360"	"164"	"212"	""	""	"2019-8-15 17:09:23"	"2019-8-15 17:09:23"
"361"	"170"	"2"	""	""	""	""
"362"	"171"	"2"	""	""	""	""
"363"	"174"	"2"	""	""	""	""
"364"	"173"	"216"	""	""	"2019-8-15 17:34:07"	"2019-8-15 17:34:07"
"365"	"175"	"224"	""	""	""	""
"366"	"176"	"222"	""	""	""	""
"367"	"177"	"218"	""	""	""	""
"368"	"178"	"219"	""	""	""	""
"369"	"152"	"194"	""	""	""	""
"370"	"151"	"229"	""	""	"2019-8-19 14:53:28"	"2019-8-19 14:53:28"
"371"	"179"	"231"	""	""	"2019-8-19 14:54:10"	"2019-8-19 14:54:10"
"372"	"180"	"233"	""	""	"2019-8-20 09:25:42"	"2019-8-20 09:25:42"
"373"	"181"	"235"	""	""	"2019-8-20 09:45:48"	"2019-8-20 09:45:48"
"374"	"182"	"237"	""	""	"2019-8-20 09:51:14"	"2019-8-20 09:51:14"
"375"	"183"	"239"	""	""	"2019-8-20 10:51:43"	"2019-8-20 10:51:43"
"377"	"184"	"240"	""	""	""	""
"378"	"185"	"241"	""	""	""	""
"379"	"186"	"244"	""	""	""	""
"380"	"187"	"245"	""	""	"2019-8-22 15:37:00"	"2019-8-22 15:37:00"
"381"	"188"	"247"	""	""	"2019-8-22 16:53:28"	"2019-8-22 16:53:28"
"382"	"189"	"246"	""	""	""	""
"383"	"190"	"249"	""	""	"2019-8-22 17:57:33"	"2019-8-22 17:57:33"
"384"	"191"	"250"	""	""	""	""
"385"	"192"	"251"	""	""	"2019-8-22 18:08:17"	"2019-8-22 18:08:17"
"386"	"193"	"252"	""	""	""	""
"387"	"194"	"253"	""	""	"2019-8-23 10:18:12"	"2019-8-23 10:18:12"
"388"	"195"	"254"	""	""	""	""
"389"	"196"	"255"	""	""	"2019-8-23 10:40:23"	"2019-8-23 10:40:23"
"390"	"197"	"256"	""	""	""	""
"392"	"200"	"256"	""	""	""	""
"393"	"198"	"138"	""	""	""	""
"394"	"104"	"159"	""	""	""	""
"395"	"205"	"257"	""	""	"2019-8-30 11:47:14"	"2019-8-30 11:47:14"
"397"	"207"	"260"	""	""	""	""
"398"	"203"	"261"	""	""	"2019-8-30 15:11:54"	"2019-8-30 15:11:54"
"399"	"208"	"262"	""	""	""	""
"400"	"209"	"263"	""	""	"2019-8-30 16:18:28"	"2019-8-30 16:18:28"
"401"	"210"	"264"	""	""	""	""
"402"	"211"	"263"	""	""	""	""
"403"	"211"	"265"	""	""	"2019-8-30 17:47:03"	"2019-8-30 17:47:03"
"404"	"212"	"138"	""	""	""	""
"406"	"213"	"107"	""	""	""	""
"407"	"214"	"267"	""	""	"2019-9-10 17:40:22"	"2019-9-10 17:40:22"
"408"	"204"	"269"	""	""	"2019-9-10 18:09:09"	"2019-9-10 18:09:09"
"409"	"1"	"2"	""	""	"2019-9-12 09:21:45"	"2019-9-12 09:21:45"
"410"	"1"	"107"	""	""	"2019-9-12 09:21:51"	"2019-9-12 09:21:51"
"411"	"206"	"259"	""	""	""	""
"412"	"218"	"268"	""	""	""	""
"413"	"219"	"271"	""	""	"2019-9-26 10:55:24"	"2019-9-26 10:55:24"
"414"	"216"	"273"	""	""	"2019-9-26 11:06:07"	"2019-9-26 11:06:07"
"415"	"220"	"275"	""	""	"2019-9-26 11:11:22"	"2019-9-26 11:11:22"
"416"	"221"	"1"	""	""	""	""
"418"	"224"	"220"	""	""	""	""
"419"	"225"	"221"	""	""	""	""
"420"	"226"	"225"	""	""	""	""
"421"	"227"	"217"	""	""	""	""
"425"	"231"	"2"	""	""	""	""
"426"	"232"	"2"	""	""	""	""
"427"	"233"	"2"	""	""	""	""
"428"	"223"	"223"	""	""	""	""
"429"	"234"	"277"	""	""	"2019-9-27 15:03:23"	"2019-9-27 15:03:23"
"430"	"235"	"96"	""	""	""	""
"431"	"236"	"279"	""	""	"2019-10-14 14:32:40"	"2019-10-14 14:32:40"
"432"	"240"	"281"	""	""	"2019-10-14 14:34:21"	"2019-10-14 14:34:21"
"433"	"243"	"283"	""	""	"2019-10-14 14:52:51"	"2019-10-14 14:52:51"
