"99"	"1"	"102"	"1"	""	""	"2019-8-2 05:11:44"	"2019-8-2 05:11:44"
"102"	"87"	"109"	"1"	""	""	"2019-8-2 07:07:11"	"2019-8-2 07:07:11"
"103"	"84"	"110"	"1"	""	""	"2019-8-2 07:23:39"	"2019-8-2 07:23:39"
"104"	"75"	"64"	"1"	""	""	"2019-8-2 09:00:49"	"2019-8-2 09:00:49"
"105"	"88"	"103"	"1"	""	""	"2019-8-2 10:02:53"	"2019-8-2 10:02:53"
"106"	"89"	"113"	"1"	""	""	"2019-8-6 03:41:42"	"2019-8-6 03:41:42"
"107"	"90"	"114"	"1"	""	""	"2019-8-6 05:55:37"	"2019-8-6 05:55:37"
"108"	"91"	"115"	"1"	""	""	"2019-8-6 05:57:58"	"2019-8-6 05:57:58"
"109"	"92"	"116"	"1"	""	""	"2019-8-6 06:01:24"	"2019-8-6 06:01:24"
"110"	"93"	"117"	"1"	""	""	"2019-8-6 06:03:28"	"2019-8-6 06:03:28"
"111"	"94"	"118"	"1"	""	""	"2019-8-6 06:06:00"	"2019-8-6 06:06:00"
"113"	"100"	"119"	"1"	""	""	"2019-8-6 08:21:07"	"2019-8-6 08:21:07"
"115"	"101"	"120"	"1"	""	""	"2019-8-6 08:26:37"	"2019-8-6 08:26:37"
"116"	"96"	"121"	"1"	""	""	"2019-8-6 08:39:58"	"2019-8-6 08:39:58"
"118"	"104"	"142"	"1"	""	""	"2019-8-6 08:58:36"	"2019-8-6 08:58:36"
"119"	"105"	"141"	"1"	""	""	"2019-8-6 09:02:04"	"2019-8-6 09:02:04"
"120"	"97"	"122"	"1"	""	""	"2019-8-7 02:34:56"	"2019-8-7 02:34:56"
"121"	"71"	"69"	"1"	""	""	"2019-8-7 03:50:30"	"2019-8-7 03:50:30"
"122"	"106"	"143"	"1"	""	""	"2019-8-7 07:16:09"	"2019-8-7 07:16:09"
"123"	"107"	"144"	"1"	""	""	"2019-8-7 07:26:32"	"2019-8-7 07:26:32"
"127"	"107"	"146"	"1"	""	""	"2019-8-7 07:53:04"	"2019-8-7 07:53:04"
"129"	"107"	"147"	"1"	""	""	"2019-8-7 07:53:18"	"2019-8-7 07:53:18"
"131"	"107"	"145"	"1"	""	""	"2019-8-7 07:54:37"	"2019-8-7 07:54:37"
"132"	"107"	"148"	"1"	""	""	"2019-8-7 08:00:11"	"2019-8-7 08:00:11"
"133"	"108"	"149"	"1"	""	""	"2019-8-8 07:14:04"	"2019-8-8 07:14:04"
"134"	"109"	"150"	"1"	""	""	"2019-8-8 07:43:31"	"2019-8-8 07:43:31"
"139"	"110"	"155"	"1"	""	""	"2019-8-13 02:17:50"	"2019-8-13 02:17:50"
"140"	"110"	"154"	"1"	""	""	"2019-8-13 02:18:49"	"2019-8-13 02:18:49"
"141"	"71"	"157"	"1"	""	""	"2019-8-14 03:10:35"	"2019-8-14 03:10:35"
"142"	"71"	"158"	"1"	""	""	"2019-8-14 03:11:12"	"2019-8-14 03:11:12"
"143"	"71"	"159"	"1"	""	""	"2019-8-14 05:52:17"	"2019-8-14 05:52:17"
"144"	"110"	"153"	"1"	""	""	"2019-8-14 07:30:16"	"2019-8-14 07:30:16"
"145"	"111"	"160"	"1"	""	""	"2019-8-14 08:05:37"	"2019-8-14 08:05:37"
"146"	"111"	"161"	"1"	""	""	"2019-8-14 08:10:02"	"2019-8-14 08:10:02"
"147"	"112"	"162"	"1"	""	""	"2019-8-14 11:16:29"	"2019-8-14 11:16:29"
"148"	"112"	"163"	"1"	""	""	"2019-8-14 11:18:29"	"2019-8-14 11:18:29"
"149"	"113"	"156"	"1"	""	""	"2019-8-15 02:12:07"	"2019-8-15 02:12:07"
"150"	"114"	"164"	"1"	""	""	"2019-8-15 02:20:37"	"2019-8-15 02:20:37"
"151"	"114"	"165"	"1"	""	""	"2019-8-15 02:54:52"	"2019-8-15 02:54:52"
"152"	"114"	"166"	"1"	""	""	"2019-8-15 02:55:07"	"2019-8-15 02:55:07"
"153"	"114"	"167"	"1"	""	""	"2019-8-15 02:55:25"	"2019-8-15 02:55:25"
"154"	"114"	"168"	"1"	""	""	"2019-8-15 02:55:40"	"2019-8-15 02:55:40"
"155"	"123"	"169"	"1"	""	""	"2019-8-15 08:21:23"	"2019-8-15 08:21:23"
"156"	"124"	"170"	"1"	""	""	"2019-8-15 09:16:02"	"2019-8-15 09:16:02"
"157"	"124"	"171"	"1"	""	""	"2019-8-15 09:16:32"	"2019-8-15 09:16:32"
"158"	"124"	"174"	"1"	""	""	"2019-8-15 09:24:59"	"2019-8-15 09:24:59"
"159"	"125"	"173"	"1"	""	""	"2019-8-15 09:34:06"	"2019-8-15 09:34:06"
"160"	"125"	"175"	"1"	""	""	"2019-8-15 09:42:44"	"2019-8-15 09:42:44"
"161"	"125"	"176"	"1"	""	""	"2019-8-15 09:42:57"	"2019-8-15 09:42:57"
"162"	"125"	"177"	"1"	""	""	"2019-8-15 09:43:11"	"2019-8-15 09:43:11"
"163"	"125"	"178"	"1"	""	""	"2019-8-15 09:43:23"	"2019-8-15 09:43:23"
"164"	"71"	"152"	"1"	""	""	"2019-8-16 09:56:04"	"2019-8-16 09:56:04"
"165"	"126"	"151"	"1"	""	""	"2019-8-19 06:53:28"	"2019-8-19 06:53:28"
"166"	"127"	"179"	"1"	""	""	"2019-8-19 06:54:09"	"2019-8-19 06:54:09"
"167"	"128"	"180"	"1"	""	""	"2019-8-20 01:25:41"	"2019-8-20 01:25:41"
"168"	"129"	"181"	"1"	""	""	"2019-8-20 01:45:48"	"2019-8-20 01:45:48"
"169"	"130"	"182"	"1"	""	""	"2019-8-20 01:51:14"	"2019-8-20 01:51:14"
"170"	"131"	"183"	"1"	""	""	"2019-8-20 02:51:43"	"2019-8-20 02:51:43"
"172"	"131"	"184"	"1"	""	""	"2019-8-20 03:23:28"	"2019-8-20 03:23:28"
"173"	"131"	"185"	"1"	""	""	"2019-8-20 06:41:31"	"2019-8-20 06:41:31"
"174"	"44"	"186"	"1"	""	""	"2019-8-21 02:16:45"	"2019-8-21 02:16:45"
"175"	"132"	"187"	"1"	""	""	"2019-8-22 07:36:59"	"2019-8-22 07:36:59"
"176"	"133"	"188"	"1"	""	""	"2019-8-22 08:53:27"	"2019-8-22 08:53:27"
"177"	"132"	"189"	"1"	""	""	"2019-8-22 09:10:34"	"2019-8-22 09:10:34"
"178"	"134"	"190"	"1"	""	""	"2019-8-22 09:57:33"	"2019-8-22 09:57:33"
"179"	"134"	"191"	"1"	""	""	"2019-8-22 09:58:13"	"2019-8-22 09:58:13"
"180"	"135"	"192"	"1"	""	""	"2019-8-22 10:08:16"	"2019-8-22 10:08:16"
"181"	"135"	"193"	"1"	""	""	"2019-8-22 10:09:12"	"2019-8-22 10:09:12"
"182"	"136"	"194"	"1"	""	""	"2019-8-23 02:18:11"	"2019-8-23 02:18:11"
"183"	"136"	"195"	"1"	""	""	"2019-8-23 02:18:53"	"2019-8-23 02:18:53"
"184"	"137"	"196"	"1"	""	""	"2019-8-23 02:40:23"	"2019-8-23 02:40:23"
"185"	"137"	"197"	"1"	""	""	"2019-8-23 02:40:51"	"2019-8-23 02:40:51"
"187"	"137"	"200"	"1"	""	""	"2019-8-23 08:43:14"	"2019-8-23 08:43:14"
"188"	"71"	"198"	"1"	""	""	"2019-8-27 01:54:34"	"2019-8-27 01:54:34"
"189"	"85"	"104"	"1"	""	""	"2019-8-28 08:35:04"	"2019-8-28 08:35:04"
"190"	"138"	"205"	"1"	""	""	"2019-8-30 03:47:13"	"2019-8-30 03:47:13"
"192"	"139"	"207"	"1"	""	""	"2019-8-30 03:55:19"	"2019-8-30 03:55:19"
"193"	"140"	"203"	"1"	""	""	"2019-8-30 07:11:53"	"2019-8-30 07:11:53"
"194"	"140"	"208"	"1"	""	""	"2019-8-30 07:12:14"	"2019-8-30 07:12:14"
"195"	"141"	"209"	"1"	""	""	"2019-8-30 08:18:28"	"2019-8-30 08:18:28"
"196"	"141"	"210"	"1"	""	""	"2019-8-30 08:19:22"	"2019-8-30 08:19:22"
"197"	"141"	"211"	"1"	""	""	"2019-8-30 09:27:48"	"2019-8-30 09:27:48"
"198"	"71"	"212"	"1"	""	""	"2019-9-2 10:21:52"	"2019-9-2 10:21:52"
"199"	"1"	"213"	"1"	""	""	"2019-9-4 08:14:55"	"2019-9-4 08:14:55"
"200"	"142"	"214"	"1"	""	""	"2019-9-10 09:40:22"	"2019-9-10 09:40:22"
"201"	"143"	"204"	"1"	""	""	"2019-9-10 10:09:09"	"2019-9-10 10:09:09"
"202"	"139"	"206"	"1"	""	""	"2019-9-12 07:06:44"	"2019-9-12 07:06:44"
"203"	"144"	"219"	"1"	""	""	"2019-9-26 02:55:24"	"2019-9-26 02:55:24"
"204"	"145"	"216"	"1"	""	""	"2019-9-26 03:06:06"	"2019-9-26 03:06:06"
"205"	"146"	"220"	"1"	""	""	"2019-9-26 03:11:22"	"2019-9-26 03:11:22"
"206"	"1"	"221"	"1"	""	""	"2019-9-26 03:26:22"	"2019-9-26 03:26:22"
"208"	"125"	"224"	"1"	""	""	"2019-9-26 05:11:07"	"2019-9-26 05:11:07"
"209"	"125"	"225"	"1"	""	""	"2019-9-26 05:11:42"	"2019-9-26 05:11:42"
"210"	"125"	"226"	"1"	""	""	"2019-9-26 05:12:11"	"2019-9-26 05:12:11"
"211"	"125"	"227"	"1"	""	""	"2019-9-26 05:12:33"	"2019-9-26 05:12:33"
"212"	"125"	"228"	"1"	""	""	"2019-9-26 06:47:57"	"2019-9-26 06:47:57"
"213"	"125"	"229"	"1"	""	""	"2019-9-26 06:51:59"	"2019-9-26 06:51:59"
"214"	"125"	"230"	"1"	""	""	"2019-9-26 06:56:39"	"2019-9-26 06:56:39"
"215"	"1"	"231"	"1"	""	""	"2019-9-26 07:26:43"	"2019-9-26 07:26:43"
"216"	"1"	"232"	"1"	""	""	"2019-9-26 07:35:46"	"2019-9-26 07:35:46"
"217"	"1"	"233"	"1"	""	""	"2019-9-26 07:43:45"	"2019-9-26 07:43:45"
"218"	"125"	"223"	"1"	""	""	"2019-9-26 10:00:15"	"2019-9-26 10:00:15"
"219"	"147"	"234"	"1"	""	""	"2019-9-27 07:03:23"	"2019-9-27 07:03:23"
"220"	"47"	"235"	"1"	""	""	"2019-10-11 06:03:34"	"2019-10-11 06:03:34"
"221"	"148"	"236"	"1"	""	""	"2019-10-14 06:32:40"	"2019-10-14 06:32:40"
"222"	"149"	"240"	"1"	""	""	"2019-10-14 06:34:21"	"2019-10-14 06:34:21"
"223"	"150"	"243"	"1"	""	""	"2019-10-14 06:52:51"	"2019-10-14 06:52:51"
