"71"	"108"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-6 09:02:06"	"2019-8-6 09:02:06"	"1"
"72"	"108"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-6 09:02:06"	"2019-8-6 09:02:06"	"2"
"74"	"109"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-7 07:16:11"	"2019-8-7 07:16:11"	"1"
"75"	"109"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-7 07:16:11"	"2019-8-7 07:16:11"	"2"
"77"	"110"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-7 07:26:33"	"2019-8-7 07:26:33"	"1"
"78"	"110"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-7 07:26:33"	"2019-8-7 07:26:33"	"2"
"80"	"111"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-8 07:14:06"	"2019-8-8 07:14:06"	"1"
"81"	"111"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-8 07:14:06"	"2019-8-8 07:14:06"	"2"
"83"	"112"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-8 07:43:32"	"2019-8-8 07:43:32"	"1"
"84"	"112"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-8 07:43:32"	"2019-8-8 07:43:32"	"2"
"86"	"113"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-13 02:15:31"	"2019-8-13 02:15:31"	"1"
"87"	"113"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-13 02:15:31"	"2019-8-13 02:15:31"	"2"
"89"	"114"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-14 08:05:39"	"2019-8-14 08:05:39"	"1"
"90"	"114"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-14 08:05:39"	"2019-8-14 08:05:39"	"2"
"92"	"115"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-14 11:16:30"	"2019-8-14 11:16:30"	"1"
"93"	"115"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-14 11:16:30"	"2019-8-14 11:16:30"	"2"
"95"	"116"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-15 02:12:09"	"2019-8-15 02:12:09"	"1"
"96"	"116"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-15 02:12:09"	"2019-8-15 02:12:09"	"2"
"98"	"117"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-15 02:20:38"	"2019-8-15 02:20:38"	"1"
"99"	"117"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-15 02:20:38"	"2019-8-15 02:20:38"	"2"
"101"	"118"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-15 09:34:08"	"2019-8-15 09:34:08"	"1"
"102"	"118"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-15 09:34:08"	"2019-8-15 09:34:08"	"2"
"104"	"122"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-20 01:45:50"	"2019-8-20 01:45:50"	"1"
"105"	"122"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-20 01:45:50"	"2019-8-20 01:45:50"	"2"
"107"	"124"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-20 02:51:45"	"2019-8-20 02:51:45"	"1"
"108"	"124"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-20 02:51:45"	"2019-8-20 02:51:45"	"2"
"110"	"125"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-22 07:37:04"	"2019-8-22 07:37:04"	"1"
"111"	"125"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-22 07:37:04"	"2019-8-22 07:37:04"	"2"
"113"	"127"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-22 09:57:35"	"2019-8-22 09:57:35"	"1"
"114"	"127"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-22 09:57:35"	"2019-8-22 09:57:35"	"2"
"116"	"128"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-22 10:08:18"	"2019-8-22 10:08:18"	"1"
"117"	"128"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-22 10:08:18"	"2019-8-22 10:08:18"	"2"
"119"	"129"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-23 02:18:13"	"2019-8-23 02:18:13"	"1"
"120"	"129"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-23 02:18:13"	"2019-8-23 02:18:13"	"2"
"122"	"130"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-23 02:40:24"	"2019-8-23 02:40:24"	"1"
"123"	"130"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-23 02:40:24"	"2019-8-23 02:40:24"	"2"
"125"	"131"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-30 03:47:17"	"2019-8-30 03:47:17"	"1"
"126"	"131"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-30 03:47:17"	"2019-8-30 03:47:17"	"2"
"128"	"132"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-30 03:54:39"	"2019-8-30 03:54:39"	"1"
"129"	"132"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-30 03:54:39"	"2019-8-30 03:54:39"	"2"
"131"	"133"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-30 07:11:56"	"2019-8-30 07:11:56"	"1"
"132"	"133"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-30 07:11:56"	"2019-8-30 07:11:56"	"2"
"134"	"134"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-8-30 08:18:30"	"2019-8-30 08:18:30"	"1"
"135"	"134"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-8-30 08:18:30"	"2019-8-30 08:18:30"	"2"
"137"	"135"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-9-10 09:40:25"	"2019-9-10 09:40:25"	"1"
"138"	"135"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-9-10 09:40:25"	"2019-9-10 09:40:25"	"2"
"140"	"136"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-9-10 10:09:11"	"2019-9-10 10:09:11"	"1"
"141"	"136"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-9-10 10:09:11"	"2019-9-10 10:09:11"	"2"
"143"	"137"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-9-26 02:55:26"	"2019-9-26 02:55:26"	"1"
"144"	"137"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-9-26 02:55:26"	"2019-9-26 02:55:26"	"2"
"146"	"10002"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-9-26 03:06:08"	"2019-9-26 03:06:08"	"1"
"147"	"10002"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-9-26 03:06:08"	"2019-9-26 03:06:08"	"2"
"149"	"100002"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-9-27 07:03:26"	"2019-9-27 07:03:26"	"1"
"150"	"100002"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-9-27 07:03:26"	"2019-9-27 07:03:26"	"2"
"152"	"100003"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-10-14 06:32:42"	"2019-10-14 06:32:42"	"1"
"153"	"100004"	"申请开商票"	""	"1"	"1"	"1"	"1"	"2019-10-14 06:34:23"	"2019-10-14 06:34:23"	"2"
"154"	"100005"	"申请授信"	""	"1"	"1"	"1"	"1"	"2019-10-14 06:52:53"	"2019-10-14 06:52:53"	"1"
