"88"	"90"	"3"	"2019-8-1 18:19:40"	"2019-8-1 18:19:40"
"89"	"91"	"1"	"2019-8-1 19:14:41"	"2019-8-1 19:14:41"
"90"	"91"	"2"	"2019-8-1 19:14:41"	"2019-8-1 19:14:41"
"91"	"91"	"3"	"2019-8-1 19:14:41"	"2019-8-1 19:14:41"
"92"	"92"	"1"	"2019-8-2 09:50:06"	"2019-8-2 09:50:06"
"93"	"92"	"2"	"2019-8-2 09:50:06"	"2019-8-2 09:50:06"
"94"	"92"	"3"	"2019-8-2 09:50:06"	"2019-8-2 09:50:06"
"95"	"96"	"1"	"2019-8-2 13:51:09"	"2019-8-2 13:51:09"
"96"	"96"	"2"	"2019-8-2 13:51:09"	"2019-8-2 13:51:09"
"97"	"96"	"3"	"2019-8-2 13:51:09"	"2019-8-2 13:51:09"
"98"	"97"	"1"	"2019-8-2 15:04:20"	"2019-8-2 15:04:20"
"99"	"97"	"2"	"2019-8-2 15:04:20"	"2019-8-2 15:04:20"
"100"	"97"	"3"	"2019-8-2 15:04:20"	"2019-8-2 15:04:20"
"101"	"98"	"1"	"2019-8-2 18:02:54"	"2019-8-2 18:02:54"
"102"	"98"	"3"	"2019-8-2 18:02:54"	"2019-8-2 18:02:54"
"103"	"99"	"1"	"2019-8-6 11:41:42"	"2019-8-6 11:41:42"
"104"	"99"	"3"	"2019-8-6 11:41:42"	"2019-8-6 11:41:42"
"105"	"100"	"2"	"2019-8-6 13:55:38"	"2019-8-6 13:55:38"
"106"	"100"	"3"	"2019-8-6 13:55:38"	"2019-8-6 13:55:38"
"107"	"101"	"1"	"2019-8-6 13:57:59"	"2019-8-6 13:57:59"
"108"	"101"	"2"	"2019-8-6 13:57:59"	"2019-8-6 13:57:59"
"109"	"101"	"3"	"2019-8-6 13:57:59"	"2019-8-6 13:57:59"
"110"	"102"	"1"	"2019-8-6 14:01:24"	"2019-8-6 14:01:24"
"111"	"102"	"3"	"2019-8-6 14:01:24"	"2019-8-6 14:01:24"
"112"	"103"	"1"	"2019-8-6 14:03:28"	"2019-8-6 14:03:28"
"113"	"103"	"2"	"2019-8-6 14:03:28"	"2019-8-6 14:03:28"
"114"	"103"	"3"	"2019-8-6 14:03:28"	"2019-8-6 14:03:28"
"115"	"104"	"1"	"2019-8-6 14:06:01"	"2019-8-6 14:06:01"
"116"	"104"	"2"	"2019-8-6 14:06:01"	"2019-8-6 14:06:01"
"117"	"104"	"3"	"2019-8-6 14:06:01"	"2019-8-6 14:06:01"
"121"	"106"	"1"	"2019-8-6 16:21:08"	"2019-8-6 16:21:08"
"122"	"106"	"2"	"2019-8-6 16:21:08"	"2019-8-6 16:21:08"
"123"	"106"	"3"	"2019-8-6 16:21:08"	"2019-8-6 16:21:08"
"124"	"107"	"2"	"2019-8-6 16:58:37"	"2019-8-6 16:58:37"
"125"	"107"	"3"	"2019-8-6 16:58:37"	"2019-8-6 16:58:37"
"126"	"108"	"1"	"2019-8-6 17:02:04"	"2019-8-6 17:02:04"
"127"	"108"	"2"	"2019-8-6 17:02:04"	"2019-8-6 17:02:04"
"128"	"108"	"3"	"2019-8-6 17:02:04"	"2019-8-6 17:02:04"
"129"	"109"	"1"	"2019-8-7 15:16:10"	"2019-8-7 15:16:10"
"130"	"109"	"2"	"2019-8-7 15:16:10"	"2019-8-7 15:16:10"
"131"	"109"	"3"	"2019-8-7 15:16:10"	"2019-8-7 15:16:10"
"132"	"110"	"1"	"2019-8-7 15:26:32"	"2019-8-7 15:26:32"
"133"	"110"	"2"	"2019-8-7 15:26:32"	"2019-8-7 15:26:32"
"134"	"110"	"3"	"2019-8-7 15:26:32"	"2019-8-7 15:26:32"
"135"	"111"	"1"	"2019-8-8 15:14:04"	"2019-8-8 15:14:04"
"136"	"111"	"2"	"2019-8-8 15:14:04"	"2019-8-8 15:14:04"
"137"	"111"	"3"	"2019-8-8 15:14:04"	"2019-8-8 15:14:04"
"138"	"112"	"1"	"2019-8-8 15:43:31"	"2019-8-8 15:43:31"
"139"	"112"	"2"	"2019-8-8 15:43:31"	"2019-8-8 15:43:31"
"140"	"112"	"3"	"2019-8-8 15:43:31"	"2019-8-8 15:43:31"
"141"	"113"	"1"	"2019-8-13 10:15:29"	"2019-8-13 10:15:29"
"142"	"113"	"2"	"2019-8-13 10:15:29"	"2019-8-13 10:15:29"
"143"	"113"	"3"	"2019-8-13 10:15:29"	"2019-8-13 10:15:29"
"144"	"114"	"1"	"2019-8-14 16:05:38"	"2019-8-14 16:05:38"
"145"	"114"	"3"	"2019-8-14 16:05:38"	"2019-8-14 16:05:38"
"146"	"115"	"1"	"2019-8-14 19:16:29"	"2019-8-14 19:16:29"
"147"	"115"	"3"	"2019-8-14 19:16:29"	"2019-8-14 19:16:29"
"148"	"116"	"1"	"2019-8-15 10:12:07"	"2019-8-15 10:12:07"
"149"	"116"	"3"	"2019-8-15 10:12:07"	"2019-8-15 10:12:07"
"150"	"117"	"1"	"2019-8-15 10:20:37"	"2019-8-15 10:20:37"
"151"	"117"	"2"	"2019-8-15 10:20:37"	"2019-8-15 10:20:37"
"152"	"117"	"3"	"2019-8-15 10:20:37"	"2019-8-15 10:20:37"
"153"	"118"	"1"	"2019-8-15 17:34:07"	"2019-8-15 17:34:07"
"154"	"118"	"2"	"2019-8-15 17:34:07"	"2019-8-15 17:34:07"
"155"	"118"	"3"	"2019-8-15 17:34:07"	"2019-8-15 17:34:07"
"156"	"119"	"3"	"2019-8-19 14:53:28"	"2019-8-19 14:53:28"
"157"	"120"	"3"	"2019-8-19 14:54:10"	"2019-8-19 14:54:10"
"158"	"121"	"2"	"2019-8-20 09:25:42"	"2019-8-20 09:25:42"
"159"	"121"	"3"	"2019-8-20 09:25:42"	"2019-8-20 09:25:42"
"160"	"122"	"1"	"2019-8-20 09:45:48"	"2019-8-20 09:45:48"
"161"	"122"	"3"	"2019-8-20 09:45:48"	"2019-8-20 09:45:48"
"162"	"123"	"2"	"2019-8-20 09:51:14"	"2019-8-20 09:51:14"
"163"	"123"	"3"	"2019-8-20 09:51:14"	"2019-8-20 09:51:14"
"164"	"124"	"1"	"2019-8-20 10:51:43"	"2019-8-20 10:51:43"
"165"	"124"	"2"	"2019-8-20 10:51:43"	"2019-8-20 10:51:43"
"166"	"124"	"3"	"2019-8-20 10:51:43"	"2019-8-20 10:51:43"
"167"	"125"	"1"	"2019-8-22 15:37:00"	"2019-8-22 15:37:00"
"168"	"125"	"2"	"2019-8-22 15:37:00"	"2019-8-22 15:37:00"
"169"	"125"	"3"	"2019-8-22 15:37:00"	"2019-8-22 15:37:00"
"170"	"126"	"2"	"2019-8-22 16:53:28"	"2019-8-22 16:53:28"
"171"	"126"	"3"	"2019-8-22 16:53:28"	"2019-8-22 16:53:28"
"172"	"127"	"1"	"2019-8-22 17:57:33"	"2019-8-22 17:57:33"
"173"	"127"	"3"	"2019-8-22 17:57:33"	"2019-8-22 17:57:33"
"174"	"128"	"1"	"2019-8-22 18:08:17"	"2019-8-22 18:08:17"
"175"	"128"	"2"	"2019-8-22 18:08:17"	"2019-8-22 18:08:17"
"176"	"128"	"3"	"2019-8-22 18:08:17"	"2019-8-22 18:08:17"
"177"	"129"	"1"	"2019-8-23 10:18:12"	"2019-8-23 10:18:12"
"178"	"129"	"2"	"2019-8-23 10:18:12"	"2019-8-23 10:18:12"
"179"	"129"	"3"	"2019-8-23 10:18:12"	"2019-8-23 10:18:12"
"180"	"130"	"1"	"2019-8-23 10:40:23"	"2019-8-23 10:40:23"
"181"	"130"	"2"	"2019-8-23 10:40:23"	"2019-8-23 10:40:23"
"182"	"130"	"3"	"2019-8-23 10:40:23"	"2019-8-23 10:40:23"
"183"	"131"	"2"	"2019-8-30 11:47:14"	"2019-8-30 11:47:14"
"184"	"131"	"3"	"2019-8-30 11:47:14"	"2019-8-30 11:47:14"
"185"	"132"	"1"	"2019-8-30 11:54:38"	"2019-8-30 11:54:38"
"186"	"132"	"2"	"2019-8-30 11:54:38"	"2019-8-30 11:54:38"
"187"	"132"	"3"	"2019-8-30 11:54:38"	"2019-8-30 11:54:38"
"188"	"133"	"1"	"2019-8-30 15:11:54"	"2019-8-30 15:11:54"
"189"	"133"	"2"	"2019-8-30 15:11:54"	"2019-8-30 15:11:54"
"190"	"133"	"3"	"2019-8-30 15:11:54"	"2019-8-30 15:11:54"
"191"	"134"	"1"	"2019-8-30 16:18:28"	"2019-8-30 16:18:28"
"192"	"134"	"2"	"2019-8-30 16:18:28"	"2019-8-30 16:18:28"
"193"	"134"	"3"	"2019-8-30 16:18:28"	"2019-8-30 16:18:28"
"194"	"135"	"1"	"2019-9-10 17:40:22"	"2019-9-10 17:40:22"
"195"	"135"	"2"	"2019-9-10 17:40:23"	"2019-9-10 17:40:23"
"196"	"135"	"3"	"2019-9-10 17:40:23"	"2019-9-10 17:40:23"
"197"	"136"	"1"	"2019-9-10 18:09:09"	"2019-9-10 18:09:09"
"198"	"136"	"2"	"2019-9-10 18:09:09"	"2019-9-10 18:09:09"
"199"	"136"	"3"	"2019-9-10 18:09:09"	"2019-9-10 18:09:09"
"200"	"137"	"1"	"2019-9-26 10:55:24"	"2019-9-26 10:55:24"
"201"	"137"	"2"	"2019-9-26 10:55:24"	"2019-9-26 10:55:24"
"202"	"137"	"3"	"2019-9-26 10:55:24"	"2019-9-26 10:55:24"
"203"	"10002"	"1"	"2019-9-26 11:06:07"	"2019-9-26 11:06:07"
"204"	"10002"	"2"	"2019-9-26 11:06:07"	"2019-9-26 11:06:07"
"205"	"10002"	"3"	"2019-9-26 11:06:07"	"2019-9-26 11:06:07"
"206"	"100001"	"2"	"2019-9-26 11:11:22"	"2019-9-26 11:11:22"
"207"	"100001"	"3"	"2019-9-26 11:11:22"	"2019-9-26 11:11:22"
"208"	"100002"	"1"	"2019-9-27 15:03:23"	"2019-9-27 15:03:23"
"209"	"100002"	"2"	"2019-9-27 15:03:23"	"2019-9-27 15:03:23"
"210"	"100002"	"3"	"2019-9-27 15:03:23"	"2019-9-27 15:03:23"
"211"	"100003"	"1"	"2019-10-14 14:32:40"	"2019-10-14 14:32:40"
"212"	"100003"	"2"	"2019-10-14 14:32:40"	"2019-10-14 14:32:40"
"213"	"100003"	"3"	"2019-10-14 14:32:40"	"2019-10-14 14:32:40"
"214"	"100004"	"1"	"2019-10-14 14:34:21"	"2019-10-14 14:34:21"
"215"	"100004"	"2"	"2019-10-14 14:34:21"	"2019-10-14 14:34:21"
"216"	"100004"	"3"	"2019-10-14 14:34:21"	"2019-10-14 14:34:21"
"217"	"100005"	"1"	"2019-10-14 14:52:51"	"2019-10-14 14:52:51"
"218"	"100005"	"3"	"2019-10-14 14:52:51"	"2019-10-14 14:52:51"
