- | [] | [20190725 00:02:38.273] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 01:27:38.378] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 01:32:38.384] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 01:37:38.389] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 01:42:38.395] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 01:47:38.401] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 01:52:38.407] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 01:57:38.413] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:02:38.419] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:07:38.424] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:12:38.430] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:17:38.436] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:22:38.441] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:27:38.447] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:32:38.453] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:37:38.459] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:42:38.464] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:47:38.470] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:52:38.476] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 02:57:38.482] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:02:38.488] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:07:38.494] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:12:38.500] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:17:38.505] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:22:38.511] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:27:38.517] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:32:38.522] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:37:38.527] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:42:38.533] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:47:38.539] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:52:38.545] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 03:57:38.551] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:02:38.557] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:07:38.563] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:12:38.569] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:17:38.574] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:22:38.580] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:27:38.586] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:32:38.592] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:37:38.598] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:42:38.604] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:47:38.610] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:52:38.616] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 04:57:38.622] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:02:38.628] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:07:38.634] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:12:38.639] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:17:38.645] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:22:38.651] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:27:38.657] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:32:38.663] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:37:38.668] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:42:38.674] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:47:38.680] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:52:38.686] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 05:57:38.692] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:02:38.698] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:07:38.704] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:12:38.710] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:17:38.715] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:22:38.721] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:27:38.726] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:32:38.732] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:37:38.737] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:42:38.742] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:47:38.748] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:52:38.754] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 06:57:38.759] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:02:38.765] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:07:38.771] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:12:38.777] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:17:38.783] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:22:38.789] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:27:38.794] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:32:38.800] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:37:38.806] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:42:38.812] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:47:38.817] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:52:38.823] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 07:57:38.829] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:02:38.835] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:07:38.841] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:12:38.847] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:17:38.853] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:22:38.859] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:27:38.865] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:32:38.871] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:37:38.877] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:42:38.882] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:46:30.953] | [INFO] | [PC-20190528OEHK] | [http-nio-22000-exec-7] | [c.z.s.s.controller.UserController] | --> 根据邮箱查询用户:dto:"lzskcloud@qq.com"|
- | [] | [20190725 08:46:30.998] | [INFO] | [PC-20190528OEHK] | [http-nio-22000-exec-8] | [c.z.s.s.controller.UserController] | --> 获取用户详细信息:dto:{"userId":1}|
- | [] | [20190725 08:46:31.053] | [INFO] | [PC-20190528OEHK] | [http-nio-22000-exec-9] | [c.z.s.s.controller.UserController] | --> 密码输入是否正确{"createTime":"2019-06-06T05:07:14","email":"lzskcloud@qq.com","gender":1,"id":1,"idCard":"1111111111111111","isDel":0,"lastCompanyId":1,"password":"123456","permissionOrgIds":"1,23,11","permissionType":2,"phone":"13266862339","updateTime":"2019-07-20T16:54:27","userName":"admin"} |
- | [] | [20190725 08:46:35.406] | [INFO] | [PC-20190528OEHK] | [http-nio-22000-exec-10] | [c.z.s.s.controller.CompanyController] | --> subject:是否弹出邀请成员引导(只有一个成员时弹出),companyId:1|
- | [] | [20190725 08:47:38.887] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:52:38.893] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 08:57:38.898] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 09:02:38.904] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 09:07:38.910] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 09:12:38.916] | [INFO] | [PC-20190528OEHK] | [AsyncResolver-bootstrap-executor-0] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 09:17:40.784] | [INFO] | [PC-20190528OEHK] | [main] | [c.z.s.s.ScfcloudSystemApplication] | --> No active profile set, falling back to default profiles: default|
- | [] | [20190725 09:17:42.569] | [INFO] | [PC-20190528OEHK] | [main] | [o.a.coyote.http11.Http11NioProtocol] | --> Initializing ProtocolHandler ["http-nio-22000"]|
- | [] | [20190725 09:17:42.576] | [INFO] | [PC-20190528OEHK] | [main] | [o.a.catalina.core.StandardService] | --> Starting service [Tomcat]|
- | [] | [20190725 09:17:42.576] | [INFO] | [PC-20190528OEHK] | [main] | [o.a.catalina.core.StandardEngine] | --> Starting Servlet engine: [Apache Tomcat/9.0.17]|
- | [] | [20190725 09:17:42.705] | [INFO] | [PC-20190528OEHK] | [main] | [o.a.c.c.C.[Tomcat].[localhost].[/]] | --> Initializing Spring embedded WebApplicationContext|
- | [] | [20190725 09:17:43.046] | [INFO] | [PC-20190528OEHK] | [main] | [c.a.d.s.b.a.DruidDataSourceAutoConfigure] | --> Init DruidDataSource|
- | [] | [20190725 09:17:43.280] | [INFO] | [PC-20190528OEHK] | [main] | [c.alibaba.druid.pool.DruidDataSource] | --> {dataSource-1} inited|
- | [] | [20190725 09:17:45.096] | [INFO] | [PC-20190528OEHK] | [main] | [s.d.s.w.PropertySourcedRequestMappingHandlerMapping] | --> Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]|
- | [] | [20190725 09:17:45.115] | [INFO] | [PC-20190528OEHK] | [main] | [c.n.c.sources.URLConfigurationSource] | --> To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.|
- | [] | [20190725 09:17:45.118] | [INFO] | [PC-20190528OEHK] | [main] | [c.n.c.sources.URLConfigurationSource] | --> To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.|
- | [] | [20190725 09:17:45.936] | [INFO] | [PC-20190528OEHK] | [main] | [c.netflix.discovery.DiscoveryClient] | --> Initializing Eureka in region us-east-1|
- | [] | [20190725 09:17:46.077] | [INFO] | [PC-20190528OEHK] | [main] | [c.n.d.p.DiscoveryJerseyProvider] | --> Using JSON encoding codec LegacyJacksonJson|
- | [] | [20190725 09:17:46.077] | [INFO] | [PC-20190528OEHK] | [main] | [c.n.d.p.DiscoveryJerseyProvider] | --> Using JSON decoding codec LegacyJacksonJson|
- | [] | [20190725 09:17:46.154] | [INFO] | [PC-20190528OEHK] | [main] | [c.n.d.p.DiscoveryJerseyProvider] | --> Using XML encoding codec XStreamXml|
- | [] | [20190725 09:17:46.154] | [INFO] | [PC-20190528OEHK] | [main] | [c.n.d.p.DiscoveryJerseyProvider] | --> Using XML decoding codec XStreamXml|
- | [] | [20190725 09:17:46.307] | [INFO] | [PC-20190528OEHK] | [main] | [c.n.d.s.r.aws.ConfigClusterResolver] | --> Resolving eureka endpoints via configuration|
- | [] | [20190725 09:17:46.333] | [INFO] | [PC-20190528OEHK] | [main] | [c.netflix.discovery.DiscoveryClient] | --> Disable delta property : false|
- | [] | [20190725 09:17:46.334] | [INFO] | [PC-20190528OEHK] | [main] | [c.netflix.discovery.DiscoveryClient] | --> Single vip registry refresh property : null|
- | [] | [20190725 09:17:46.334] | [INFO] | [PC-20190528OEHK] | [main] | [c.netflix.discovery.DiscoveryClient] | --> Force full registry fetch : false|
